value limit month area variable a_dim a_min a_max a_res
9.4220805678 25 01 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.476190476 50 01 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.857142857 75 01 all_area fishprice 22 5.7142857143 28.504761905 0.1
28.504761905 max 01 all_area fishprice 22 5.7142857143 28.504761905 0.1
7.5088669951 0 02 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.794754460975 25 02 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.36034738 50 02 all_area fishprice 22 5.7142857143 28.504761905 0.1
15.980952381 75 02 all_area fishprice 22 5.7142857143 28.504761905 0.1
25.324888393 max 02 all_area fishprice 22 5.7142857143 28.504761905 0.1
7.1426660756 0 03 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.596484299 25 03 all_area fishprice 22 5.7142857143 28.504761905 0.1
9.2129032258 50 03 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.348639328 75 03 all_area fishprice 22 5.7142857143 28.504761905 0.1
21.382440476 max 03 all_area fishprice 22 5.7142857143 28.504761905 0.1
5.7142857143 0 04 all_area fishprice 22 5.7142857143 28.504761905 0.1
9.7619047619 25 04 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.633950062 50 04 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.57784675475 75 04 all_area fishprice 22 5.7142857143 28.504761905 0.1
20.344973545 max 04 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.0952380952 0 05 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.837459381 25 05 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.062616922 50 05 all_area fishprice 22 5.7142857143 28.504761905 0.1
15.136837322 75 05 all_area fishprice 22 5.7142857143 28.504761905 0.1
21.661432507 max 05 all_area fishprice 22 5.7142857143 28.504761905 0.1
7.9428571429 0 06 all_area fishprice 22 5.7142857143 28.504761905 0.1
9.842079321975 25 06 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.0259269675 50 06 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.94244873875 75 06 all_area fishprice 22 5.7142857143 28.504761905 0.1
21.30952381 max 06 all_area fishprice 22 5.7142857143 28.504761905 0.1
5.9160166569 0 07 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.3536202485 25 07 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.628571429 50 07 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.9844085035 75 07 all_area fishprice 22 5.7142857143 28.504761905 0.1
21.561460795 max 07 all_area fishprice 22 5.7142857143 28.504761905 0.1
7.9428571429 0 08 all_area fishprice 22 5.7142857143 28.504761905 0.1
9.797583108725 25 08 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.661270779 50 08 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.27380952375 75 08 all_area fishprice 22 5.7142857143 28.504761905 0.1
21.19047619 max 08 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.5714285714 0 09 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.33015873 25 09 all_area fishprice 22 5.7142857143 28.504761905 0.1
13.445129029 50 09 all_area fishprice 22 5.7142857143 28.504761905 0.1
16.317460317 75 09 all_area fishprice 22 5.7142857143 28.504761905 0.1
20.761904762 max 09 all_area fishprice 22 5.7142857143 28.504761905 0.1
9.4761904762 0 10 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.476190476 25 10 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.3144777265 50 10 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.23743125025 75 10 all_area fishprice 22 5.7142857143 28.504761905 0.1
19.466919105 max 10 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.6666666667 0 11 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.27791563625 25 11 all_area fishprice 22 5.7142857143 28.504761905 0.1
11.904125346 50 11 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.99056941975 75 11 all_area fishprice 22 5.7142857143 28.504761905 0.1
16.76984127 max 11 all_area fishprice 22 5.7142857143 28.504761905 0.1
7.9047619048 0 12 all_area fishprice 22 5.7142857143 28.504761905 0.1
8.4274984791 25 12 all_area fishprice 22 5.7142857143 28.504761905 0.1
10.772455131 50 12 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.859270002 75 12 all_area fishprice 22 5.7142857143 28.504761905 0.1
24.913636337 max 12 all_area fishprice 22 5.7142857143 28.504761905 0.1
12.495798319 0 01 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.554480094 25 01 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.8445378155 50 01 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.5548203535 75 01 all_area fishprice 15 6.3865546218 29.411764706 0.1
29.411764706 max 01 all_area fishprice 15 6.3865546218 29.411764706 0.1
12.84079266 0 02 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.929040019 25 02 all_area fishprice 15 6.3865546218 29.411764706 0.1
16.243195786 50 02 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.141813701 75 02 all_area fishprice 15 6.3865546218 29.411764706 0.1
18.697478992 max 02 all_area fishprice 15 6.3865546218 29.411764706 0.1
10.25210084 0 03 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.33613445375 25 03 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.7732314525 50 03 all_area fishprice 15 6.3865546218 29.411764706 0.1
20.98739495825 75 03 all_area fishprice 15 6.3865546218 29.411764706 0.1
23.529411765 max 03 all_area fishprice 15 6.3865546218 29.411764706 0.1
9.0756302521 0 04 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.88412207 25 04 all_area fishprice 15 6.3865546218 29.411764706 0.1
18.176642085 50 04 all_area fishprice 15 6.3865546218 29.411764706 0.1
18.882321193 75 04 all_area fishprice 15 6.3865546218 29.411764706 0.1
21.512612613 max 04 all_area fishprice 15 6.3865546218 29.411764706 0.1
8.0717620381 0 05 all_area fishprice 15 6.3865546218 29.411764706 0.1
11.67286516325 25 05 all_area fishprice 15 6.3865546218 29.411764706 0.1
12.027159647 50 05 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.90813496875 75 05 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.142857143 max 05 all_area fishprice 15 6.3865546218 29.411764706 0.1
11.008403361 0 06 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.55252100875 25 06 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.003458929 50 06 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.70224584 75 06 all_area fishprice 15 6.3865546218 29.411764706 0.1
16.785276074 max 06 all_area fishprice 15 6.3865546218 29.411764706 0.1
16.055129882 0 07 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.12605042 25 07 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.394957983 50 07 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.544969413 75 07 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.56302521 max 07 all_area fishprice 15 6.3865546218 29.411764706 0.1
7.8151260504 0 08 all_area fishprice 15 6.3865546218 29.411764706 0.1
10.093423128 25 08 all_area fishprice 15 6.3865546218 29.411764706 0.1
11.131023302 50 08 all_area fishprice 15 6.3865546218 29.411764706 0.1
15.471004508 75 08 all_area fishprice 15 6.3865546218 29.411764706 0.1
18.638636364 max 08 all_area fishprice 15 6.3865546218 29.411764706 0.1
10.756642171 0 09 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.3014705885 25 09 all_area fishprice 15 6.3865546218 29.411764706 0.1
16.2149163595 50 09 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.90780018625 75 09 all_area fishprice 15 6.3865546218 29.411764706 0.1
18.619047619 max 09 all_area fishprice 15 6.3865546218 29.411764706 0.1
6.3865546218 0 10 all_area fishprice 15 6.3865546218 29.411764706 0.1
8.3577348264 25 10 all_area fishprice 15 6.3865546218 29.411764706 0.1
9.8464833718 50 10 all_area fishprice 15 6.3865546218 29.411764706 0.1
12.0135247175 75 10 all_area fishprice 15 6.3865546218 29.411764706 0.1
17.125 max 10 all_area fishprice 15 6.3865546218 29.411764706 0.1
10.340336134 0 11 all_area fishprice 15 6.3865546218 29.411764706 0.1
11.756302521 25 11 all_area fishprice 15 6.3865546218 29.411764706 0.1
12.941176471 50 11 all_area fishprice 15 6.3865546218 29.411764706 0.1
14.117647059 75 11 all_area fishprice 15 6.3865546218 29.411764706 0.1
16.638655462 max 11 all_area fishprice 15 6.3865546218 29.411764706 0.1
7.8806722689 0 12 all_area fishprice 15 6.3865546218 29.411764706 0.1
9.601994968175 25 12 all_area fishprice 15 6.3865546218 29.411764706 0.1
11.52015267 50 12 all_area fishprice 15 6.3865546218 29.411764706 0.1
13.47638365675 75 12 all_area fishprice 15 6.3865546218 29.411764706 0.1
26.722689076 max 12 all_area fishprice 15 6.3865546218 29.411764706 0.1
NA 0 01 all_area fishprice 16 NA NA 0.1
NA 25 01 all_area fishprice 16 NA NA 0.1
NA 50 01 all_area fishprice 16 NA NA 0.1
NA 75 01 all_area fishprice 16 NA NA 0.1
NA max 01 all_area fishprice 16 NA NA 0.1
NA 0 02 all_area fishprice 16 NA NA 0.1
NA 25 02 all_area fishprice 16 NA NA 0.1
NA 50 02 all_area fishprice 16 NA NA 0.1
NA 75 02 all_area fishprice 16 NA NA 0.1
NA max 02 all_area fishprice 16 NA NA 0.1
NA 0 03 all_area fishprice 16 NA NA 0.1
NA 25 03 all_area fishprice 16 NA NA 0.1
NA 50 03 all_area fishprice 16 NA NA 0.1
NA 75 03 all_area fishprice 16 NA NA 0.1
NA max 03 all_area fishprice 16 NA NA 0.1
1.3704000221 0 04 all_area fishprice 16 NA NA 0.1
1.4254421048 25 04 all_area fishprice 16 NA NA 0.1
1.5271250195 50 04 all_area fishprice 16 NA NA 0.1
1.664639575675 75 04 all_area fishprice 16 NA NA 0.1
1.9 max 04 all_area fishprice 16 NA NA 0.1
1.626416589 0 05 all_area fishprice 16 NA NA 0.1
1.850237355275 25 05 all_area fishprice 16 NA NA 0.1
1.9554950585 50 05 all_area fishprice 16 NA NA 0.1
2.02864028585 75 05 all_area fishprice 16 NA NA 0.1
2.204885661 max 05 all_area fishprice 16 NA NA 0.1
1.3858 0 06 all_area fishprice 16 NA NA 0.1
1.8512524906 25 06 all_area fishprice 16 NA NA 0.1
1.9477003578 50 06 all_area fishprice 16 NA NA 0.1
1.9984001077 75 06 all_area fishprice 16 NA NA 0.1
2.1859005415 max 06 all_area fishprice 16 NA NA 0.1
1.3886 0 07 all_area fishprice 16 NA NA 0.1
1.946899958 25 07 all_area fishprice 16 NA NA 0.1
1.968050035 50 07 all_area fishprice 16 NA NA 0.1
2 75 07 all_area fishprice 16 NA NA 0.1
2.034 max 07 all_area fishprice 16 NA NA 0.1
NA 0 08 all_area fishprice 16 NA NA 0.1
NA 25 08 all_area fishprice 16 NA NA 0.1
NA 50 08 all_area fishprice 16 NA NA 0.1
NA 75 08 all_area fishprice 16 NA NA 0.1
NA max 08 all_area fishprice 16 NA NA 0.1
NA 0 09 all_area fishprice 16 NA NA 0.1
NA 25 09 all_area fishprice 16 NA NA 0.1
NA 50 09 all_area fishprice 16 NA NA 0.1
NA 75 09 all_area fishprice 16 NA NA 0.1
NA max 09 all_area fishprice 16 NA NA 0.1
NA 0 10 all_area fishprice 16 NA NA 0.1
NA 25 10 all_area fishprice 16 NA NA 0.1
NA 50 10 all_area fishprice 16 NA NA 0.1
NA 75 10 all_area fishprice 16 NA NA 0.1
NA max 10 all_area fishprice 16 NA NA 0.1
NA 0 11 all_area fishprice 16 NA NA 0.1
NA 25 11 all_area fishprice 16 NA NA 0.1
NA 50 11 all_area fishprice 16 NA NA 0.1
NA 75 11 all_area fishprice 16 NA NA 0.1
NA max 11 all_area fishprice 16 NA NA 0.1
NA 0 12 all_area fishprice 16 NA NA 0.1
NA 25 12 all_area fishprice 16 NA NA 0.1
NA 50 12 all_area fishprice 16 NA NA 0.1
NA 75 12 all_area fishprice 16 NA NA 0.1
NA max 12 all_area fishprice 16 NA NA 0.1
82.692307692 0 01 all_area fishprice 26 17.307692308 168.26923077 0.1
100.00000000025 25 01 all_area fishprice 26 17.307692308 168.26923077 0.1
109.32692308 50 01 all_area fishprice 26 17.307692308 168.26923077 0.1
115.9254807675 75 01 all_area fishprice 26 17.307692308 168.26923077 0.1
117.06730769 max 01 all_area fishprice 26 17.307692308 168.26923077 0.1
81.730769231 0 02 all_area fishprice 26 17.307692308 168.26923077 0.1
94.891826923 25 02 all_area fishprice 26 17.307692308 168.26923077 0.1
96.153846154 50 02 all_area fishprice 26 17.307692308 168.26923077 0.1
99.7809874715 75 02 all_area fishprice 26 17.307692308 168.26923077 0.1
115.38461538 max 02 all_area fishprice 26 17.307692308 168.26923077 0.1
69.831730769 0 03 all_area fishprice 26 17.307692308 168.26923077 0.1
77.884615385 25 03 all_area fishprice 26 17.307692308 168.26923077 0.1
86.538461538 50 03 all_area fishprice 26 17.307692308 168.26923077 0.1
96.153846154 75 03 all_area fishprice 26 17.307692308 168.26923077 0.1
105.96153846 max 03 all_area fishprice 26 17.307692308 168.26923077 0.1
75.961538462 0 04 all_area fishprice 26 17.307692308 168.26923077 0.1
86.538461538 25 04 all_area fishprice 26 17.307692308 168.26923077 0.1
91.346153846 50 04 all_area fishprice 26 17.307692308 168.26923077 0.1
96.153846154 75 04 all_area fishprice 26 17.307692308 168.26923077 0.1
110.57692308 max 04 all_area fishprice 26 17.307692308 168.26923077 0.1
52.884615385 0 05 all_area fishprice 26 17.307692308 168.26923077 0.1
91.346153846 25 05 all_area fishprice 26 17.307692308 168.26923077 0.1
96.153846154 50 05 all_area fishprice 26 17.307692308 168.26923077 0.1
98.557692308 75 05 all_area fishprice 26 17.307692308 168.26923077 0.1
129.80769231 max 05 all_area fishprice 26 17.307692308 168.26923077 0.1
17.307692308 0 06 all_area fishprice 26 17.307692308 168.26923077 0.1
115.38461538 25 06 all_area fishprice 26 17.307692308 168.26923077 0.1
120.535714285 50 06 all_area fishprice 26 17.307692308 168.26923077 0.1
125 75 06 all_area fishprice 26 17.307692308 168.26923077 0.1
163.75 max 06 all_area fishprice 26 17.307692308 168.26923077 0.1
80.576923077 0 07 all_area fishprice 26 17.307692308 168.26923077 0.1
106.9711538475 25 07 all_area fishprice 26 17.307692308 168.26923077 0.1
115.38461538 50 07 all_area fishprice 26 17.307692308 168.26923077 0.1
125 75 07 all_area fishprice 26 17.307692308 168.26923077 0.1
129.80769231 max 07 all_area fishprice 26 17.307692308 168.26923077 0.1
67.307692308 0 08 all_area fishprice 26 17.307692308 168.26923077 0.1
94.230769231 25 08 all_area fishprice 26 17.307692308 168.26923077 0.1
95.1923076925 50 08 all_area fishprice 26 17.307692308 168.26923077 0.1
149.3990384625 75 08 all_area fishprice 26 17.307692308 168.26923077 0.1
168.26923077 max 08 all_area fishprice 26 17.307692308 168.26923077 0.1
94.230769231 0 09 all_area fishprice 26 17.307692308 168.26923077 0.1
94.230769231 25 09 all_area fishprice 26 17.307692308 168.26923077 0.1
96.153846154 50 09 all_area fishprice 26 17.307692308 168.26923077 0.1
117.78846154 75 09 all_area fishprice 26 17.307692308 168.26923077 0.1
160.19230769 max 09 all_area fishprice 26 17.307692308 168.26923077 0.1
81.730769231 0 10 all_area fishprice 26 17.307692308 168.26923077 0.1
93.3493589745 25 10 all_area fishprice 26 17.307692308 168.26923077 0.1
109.28254438 50 10 all_area fishprice 26 17.307692308 168.26923077 0.1
121.7318602 75 10 all_area fishprice 26 17.307692308 168.26923077 0.1
160.04038997 max 10 all_area fishprice 26 17.307692308 168.26923077 0.1
81.730769231 0 11 all_area fishprice 26 17.307692308 168.26923077 0.1
92.7409129335 25 11 all_area fishprice 26 17.307692308 168.26923077 0.1
121.93393393 50 11 all_area fishprice 26 17.307692308 168.26923077 0.1
129.34798344 75 11 all_area fishprice 26 17.307692308 168.26923077 0.1
132.77470356 max 11 all_area fishprice 26 17.307692308 168.26923077 0.1
91.346153846 0 12 all_area fishprice 26 17.307692308 168.26923077 0.1
110.57692308 25 12 all_area fishprice 26 17.307692308 168.26923077 0.1
116.07480916 50 12 all_area fishprice 26 17.307692308 168.26923077 0.1
130.01168072 75 12 all_area fishprice 26 17.307692308 168.26923077 0.1
159.16154873 max 12 all_area fishprice 26 17.307692308 168.26923077 0.1
58 0 01 all_area fishprice 25 47 207.69230769 0.1
105.76923077 25 01 all_area fishprice 25 47 207.69230769 0.1
114.198717945 50 01 all_area fishprice 25 47 207.69230769 0.1
126.7079714725 75 01 all_area fishprice 25 47 207.69230769 0.1
147.21153846 max 01 all_area fishprice 25 47 207.69230769 0.1
62 0 02 all_area fishprice 25 47 207.69230769 0.1
98.302125504 25 02 all_area fishprice 25 47 207.69230769 0.1
112.5 50 02 all_area fishprice 25 47 207.69230769 0.1
117.25901857 75 02 all_area fishprice 25 47 207.69230769 0.1
144.23076923 max 02 all_area fishprice 25 47 207.69230769 0.1
53.384615385 0 03 all_area fishprice 25 47 207.69230769 0.1
90.384615385 25 03 all_area fishprice 25 47 207.69230769 0.1
96.153846154 50 03 all_area fishprice 25 47 207.69230769 0.1
101.95371526 75 03 all_area fishprice 25 47 207.69230769 0.1
118.26923077 max 03 all_area fishprice 25 47 207.69230769 0.1
47 0 04 all_area fishprice 25 47 207.69230769 0.1
95.15470354925 25 04 all_area fishprice 25 47 207.69230769 0.1
100 50 04 all_area fishprice 25 47 207.69230769 0.1
105.6913829525 75 04 all_area fishprice 25 47 207.69230769 0.1
129.16666667 max 04 all_area fishprice 25 47 207.69230769 0.1
59 0 05 all_area fishprice 25 47 207.69230769 0.1
105.76923077 25 05 all_area fishprice 25 47 207.69230769 0.1
112.5 50 05 all_area fishprice 25 47 207.69230769 0.1
125.96153846 75 05 all_area fishprice 25 47 207.69230769 0.1
169.23076923 max 05 all_area fishprice 25 47 207.69230769 0.1
76.573426573 0 06 all_area fishprice 25 47 207.69230769 0.1
124.261729935 25 06 all_area fishprice 25 47 207.69230769 0.1
129.80769231 50 06 all_area fishprice 25 47 207.69230769 0.1
175.96153846 75 06 all_area fishprice 25 47 207.69230769 0.1
206.73076923 max 06 all_area fishprice 25 47 207.69230769 0.1
96.153846154 0 07 all_area fishprice 25 47 207.69230769 0.1
115.38461538 25 07 all_area fishprice 25 47 207.69230769 0.1
121.15384615 50 07 all_area fishprice 25 47 207.69230769 0.1
125 75 07 all_area fishprice 25 47 207.69230769 0.1
188.46153846 max 07 all_area fishprice 25 47 207.69230769 0.1
96.153846154 0 08 all_area fishprice 25 47 207.69230769 0.1
108.65384615 25 08 all_area fishprice 25 47 207.69230769 0.1
111.53846154 50 08 all_area fishprice 25 47 207.69230769 0.1
122.11538462 75 08 all_area fishprice 25 47 207.69230769 0.1
189.42307692 max 08 all_area fishprice 25 47 207.69230769 0.1
73.076923077 0 09 all_area fishprice 25 47 207.69230769 0.1
115.38461538 25 09 all_area fishprice 25 47 207.69230769 0.1
120.19230769 50 09 all_area fishprice 25 47 207.69230769 0.1
150.48076923 75 09 all_area fishprice 25 47 207.69230769 0.1
197.83653846 max 09 all_area fishprice 25 47 207.69230769 0.1
76.923076923 0 10 all_area fishprice 25 47 207.69230769 0.1
96.153846154 25 10 all_area fishprice 25 47 207.69230769 0.1
104.28321678 50 10 all_area fishprice 25 47 207.69230769 0.1
121.394230765 75 10 all_area fishprice 25 47 207.69230769 0.1
162.65182186 max 10 all_area fishprice 25 47 207.69230769 0.1
48.076923077 0 11 all_area fishprice 25 47 207.69230769 0.1
96.79687499975 25 11 all_area fishprice 25 47 207.69230769 0.1
103.84615385 50 11 all_area fishprice 25 47 207.69230769 0.1
123.07692308 75 11 all_area fishprice 25 47 207.69230769 0.1
137.5 max 11 all_area fishprice 25 47 207.69230769 0.1
61.057692308 0 12 all_area fishprice 25 47 207.69230769 0.1
108.65384615 25 12 all_area fishprice 25 47 207.69230769 0.1
127.88461538 50 12 all_area fishprice 25 47 207.69230769 0.1
137.50967136 75 12 all_area fishprice 25 47 207.69230769 0.1
207.69230769 max 12 all_area fishprice 25 47 207.69230769 0.1
1.2 0 01 all_area fishprice 7 NA NA 0.1
1.2 25 01 all_area fishprice 7 NA NA 0.1
1.2 50 01 all_area fishprice 7 NA NA 0.1
1.2 75 01 all_area fishprice 7 NA NA 0.1
1.6 max 01 all_area fishprice 7 NA NA 0.1
1.2 0 02 all_area fishprice 7 NA NA 0.1
1.2 25 02 all_area fishprice 7 NA NA 0.1
1.2 50 02 all_area fishprice 7 NA NA 0.1
1.3 75 02 all_area fishprice 7 NA NA 0.1
1.6 max 02 all_area fishprice 7 NA NA 0.1
1.2 0 03 all_area fishprice 7 NA NA 0.1
1.2 25 03 all_area fishprice 7 NA NA 0.1
1.2 50 03 all_area fishprice 7 NA NA 0.1
1.2 75 03 all_area fishprice 7 NA NA 0.1
1.2 max 03 all_area fishprice 7 NA NA 0.1
NA 0 04 all_area fishprice 7 NA NA 0.1
NA 25 04 all_area fishprice 7 NA NA 0.1
NA 50 04 all_area fishprice 7 NA NA 0.1
NA 75 04 all_area fishprice 7 NA NA 0.1
NA max 04 all_area fishprice 7 NA NA 0.1
NA 0 05 all_area fishprice 7 NA NA 0.1
NA 25 05 all_area fishprice 7 NA NA 0.1
NA 50 05 all_area fishprice 7 NA NA 0.1
NA 75 05 all_area fishprice 7 NA NA 0.1
NA max 05 all_area fishprice 7 NA NA 0.1
NA 0 06 all_area fishprice 7 NA NA 0.1
NA 25 06 all_area fishprice 7 NA NA 0.1
NA 50 06 all_area fishprice 7 NA NA 0.1
NA 75 06 all_area fishprice 7 NA NA 0.1
NA max 06 all_area fishprice 7 NA NA 0.1
NA 0 07 all_area fishprice 7 NA NA 0.1
NA 25 07 all_area fishprice 7 NA NA 0.1
NA 50 07 all_area fishprice 7 NA NA 0.1
NA 75 07 all_area fishprice 7 NA NA 0.1
NA max 07 all_area fishprice 7 NA NA 0.1
NA 0 08 all_area fishprice 7 NA NA 0.1
NA 25 08 all_area fishprice 7 NA NA 0.1
NA 50 08 all_area fishprice 7 NA NA 0.1
NA 75 08 all_area fishprice 7 NA NA 0.1
NA max 08 all_area fishprice 7 NA NA 0.1
1.5 0 09 all_area fishprice 7 NA NA 0.1
1.72499697545 25 09 all_area fishprice 7 NA NA 0.1
1.7999969976 50 09 all_area fishprice 7 NA NA 0.1
1.7999971338 75 09 all_area fishprice 7 NA NA 0.1
1.7999973052 max 09 all_area fishprice 7 NA NA 0.1
NA 0 10 all_area fishprice 7 NA NA 0.1
NA 25 10 all_area fishprice 7 NA NA 0.1
NA 50 10 all_area fishprice 7 NA NA 0.1
NA 75 10 all_area fishprice 7 NA NA 0.1
NA max 10 all_area fishprice 7 NA NA 0.1
1.799975 0 11 all_area fishprice 7 NA NA 0.1
1.7999834091 25 11 all_area fishprice 7 NA NA 0.1
2 50 11 all_area fishprice 7 NA NA 0.1
2 75 11 all_area fishprice 7 NA NA 0.1
2 max 11 all_area fishprice 7 NA NA 0.1
NA 0 12 all_area fishprice 7 NA NA 0.1
NA 25 12 all_area fishprice 7 NA NA 0.1
NA 50 12 all_area fishprice 7 NA NA 0.1
NA 75 12 all_area fishprice 7 NA NA 0.1
NA max 12 all_area fishprice 7 NA NA 0.1
1.7 0 01 all_area fishprice 6 1 85 0.1
1.7 25 01 all_area fishprice 6 1 85 0.1
1.7 50 01 all_area fishprice 6 1 85 0.1
1.7616666564 75 01 all_area fishprice 6 1 85 0.1
2 max 01 all_area fishprice 6 1 85 0.1
1.5 0 02 all_area fishprice 6 1 85 0.1
1.7 25 02 all_area fishprice 6 1 85 0.1
1.7 50 02 all_area fishprice 6 1 85 0.1
1.7 75 02 all_area fishprice 6 1 85 0.1
2 max 02 all_area fishprice 6 1 85 0.1
1.5 0 03 all_area fishprice 6 1 85 0.1
1.7 25 03 all_area fishprice 6 1 85 0.1
1.7000000027 50 03 all_area fishprice 6 1 85 0.1
2 75 03 all_area fishprice 6 1 85 0.1
2 max 03 all_area fishprice 6 1 85 0.1
1.5 0 04 all_area fishprice 6 1 85 0.1
2 25 04 all_area fishprice 6 1 85 0.1
2 50 04 all_area fishprice 6 1 85 0.1
2 75 04 all_area fishprice 6 1 85 0.1
2 max 04 all_area fishprice 6 1 85 0.1
1.75 0 05 all_area fishprice 6 1 85 0.1
1.85 25 05 all_area fishprice 6 1 85 0.1
2 50 05 all_area fishprice 6 1 85 0.1
2 75 05 all_area fishprice 6 1 85 0.1
2 max 05 all_area fishprice 6 1 85 0.1
1.5 0 06 all_area fishprice 6 1 85 0.1
1.85 25 06 all_area fishprice 6 1 85 0.1
1.85 50 06 all_area fishprice 6 1 85 0.1
1.9 75 06 all_area fishprice 6 1 85 0.1
2 max 06 all_area fishprice 6 1 85 0.1
1.85 0 07 all_area fishprice 6 1 85 0.1
1.85 25 07 all_area fishprice 6 1 85 0.1
1.85 50 07 all_area fishprice 6 1 85 0.1
1.85 75 07 all_area fishprice 6 1 85 0.1
4.25 max 07 all_area fishprice 6 1 85 0.1
1.6999995918 0 08 all_area fishprice 6 1 85 0.1
1.85 25 08 all_area fishprice 6 1 85 0.1
2 50 08 all_area fishprice 6 1 85 0.1
2.1 75 08 all_area fishprice 6 1 85 0.1
85 max 08 all_area fishprice 6 1 85 0.1
2 0 09 all_area fishprice 6 1 85 0.1
2.1 25 09 all_area fishprice 6 1 85 0.1
2.1 50 09 all_area fishprice 6 1 85 0.1
2.2 75 09 all_area fishprice 6 1 85 0.1
4.15 max 09 all_area fishprice 6 1 85 0.1
2.1 0 10 all_area fishprice 6 1 85 0.1
2.2 25 10 all_area fishprice 6 1 85 0.1
2.25 50 10 all_area fishprice 6 1 85 0.1
2.35 75 10 all_area fishprice 6 1 85 0.1
2.5 max 10 all_area fishprice 6 1 85 0.1
1 0 11 all_area fishprice 6 1 85 0.1
2 25 11 all_area fishprice 6 1 85 0.1
2.35 50 11 all_area fishprice 6 1 85 0.1
2.36250007375 75 11 all_area fishprice 6 1 85 0.1
2.5 max 11 all_area fishprice 6 1 85 0.1
2 0 12 all_area fishprice 6 1 85 0.1
2.2 25 12 all_area fishprice 6 1 85 0.1
2.35 50 12 all_area fishprice 6 1 85 0.1
2.53999997265 75 12 all_area fishprice 6 1 85 0.1
4.4999983369 max 12 all_area fishprice 6 1 85 0.1
1.5731001264 0 01 all_area fishprice 5 0.75 3.2707399985 0.1
1.61198172435 25 01 all_area fishprice 5 0.75 3.2707399985 0.1
1.6508633223 50 01 all_area fishprice 5 0.75 3.2707399985 0.1
1.68974492025 75 01 all_area fishprice 5 0.75 3.2707399985 0.1
1.7286265182 max 01 all_area fishprice 5 0.75 3.2707399985 0.1
1.6233599713 0 02 all_area fishprice 5 0.75 3.2707399985 0.1
1.6233599713 25 02 all_area fishprice 5 0.75 3.2707399985 0.1
1.6233599713 50 02 all_area fishprice 5 0.75 3.2707399985 0.1
1.6233599713 75 02 all_area fishprice 5 0.75 3.2707399985 0.1
1.6233599713 max 02 all_area fishprice 5 0.75 3.2707399985 0.1
1 0 03 all_area fishprice 5 0.75 3.2707399985 0.1
1 25 03 all_area fishprice 5 0.75 3.2707399985 0.1
1 50 03 all_area fishprice 5 0.75 3.2707399985 0.1
1 75 03 all_area fishprice 5 0.75 3.2707399985 0.1
1.2 max 03 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 0 04 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 25 04 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 50 04 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 75 04 all_area fishprice 5 0.75 3.2707399985 0.1
1 max 04 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 0 05 all_area fishprice 5 0.75 3.2707399985 0.1
